제품코드,수량,송장 번호
D105,4,b417051910002
A109,6,b417051910002
C107,3,b417051910002
A110,5,b417052010002
E102,2,b417052010002
E104,5,b417052010002
A105,7,b417052010002
C101,5,b417052210002
D106,4,b417052210002
C108,2,b417052210002
B105,3,b417052210002
B107,4,b417052810002
E102,5,b417052810002
A106,2,b417052810002
A103,7,b417052810002
D105,5,b417070910003
E105,4,b417070910003
E102,3,b417070910003
C104,7,b417070910003
A107,4,b417071310003
D105,5,b417071310003
E105,3,b417071310003
A104,2,b417071310003
B103,5,b417071710003
C102,5,b417071710003
E105,2,b417071710003
A104,8,b417071710003
A109,2,b417072110003
A101,3,b417072110003
D103,4,b417072110003
D101,3,b417072110003
B107,3,b417072510003
E102,7,b417072510003
E101,3,b417072510003
A103,2,b417072510003
C102,1,b417072610003
A105,1,b417072610003
A106,3,b417072610003
C106,3,b417072610003
C107,2,b417080110001
E103,4,b417080110001
C105,4,b417080110001
C108,4,b417080110001
D109,3,b417080310001
D107,2,b417080310001
A107,4,b417080310001
A103,5,b417080310001
C102,7,b417081110003
E104,6,b417081110003
C107,3,b417081110003
B103,2,b417081110003
B104,3,b417081310003
A104,7,b417081310003
A107,1,b417081310003
A105,3,b417081310003
E103,2,b417081410003
D103,2,b417081410003
D108,4,b417081410003
D104,7,b417081410003
B107,5,b417081810003
D108,4,b417081810003
E103,3,b417081810003
A110,9,b417081810003
E101,2,b417082410003
C103,3,b417082410003
E104,1,b417082410003
D103,4,b417082410003
C101,2,b417082710003
B105,1,b417082710003
C104,3,b417082710003
D102,3,b417082710003
C107,5,b417091310001
D107,4,b417091310001
E104,1,b417091310001
A104,2,b417091310001
A107,1,b417091410001
D105,3,b417091410001
A109,5,b417091410001
C107,4,b417091410001
A110,2,b417091910001
E102,3,b417091910001
E104,6,b417091910001
A105,4,b417091910001
C101,2,b417092210001
D106,3,b417092210001
C108,3,b417092210001
B105,4,b417092210001
B107,3,b417092410001
E102,5,b417092410001
A106,4,b417092410001
A103,2,b417092410001
D105,5,b417093010001
E105,2,b417093010001
E102,3,b417093010001
C104,3,b417093010001
A107,1,b417100610001
D105,3,b417100610001
E105,1,b417100610001
A104,7,b417100610001
B103,2,b417100710001
C102,1,b417100710001
E105,4,b417100710001
A104,3,b417100710001
A109,2,b417101110001
A101,4,b417101110001
D103,3,b417101110001
D101,6,b417101110001
B107,7,b417101710001
E102,5,b417101710001
E101,3,b417101710001
A103,6,b417101710001
C102,3,b417102010001
A105,2,b417102010001
A106,2,b417102010001
C106,3,b417102010001
C107,3,b417102410001
E103,1,b417102410001
C105,3,b417102410001
C108,1,b417102410001
D109,7,b417102710001
D107,2,b417102710001
A107,5,b417102710001
A103,2,b417102710001
C102,1,b417110410003
E104,4,b417110410003
C107,4,b417110410003
B103,2,b417110410003
B104,1,b417110710003
A104,2,b417110710003
A107,2,b417110710003
A105,3,b417110710003
E103,4,b417110910003
D103,2,b417110910003
D108,2,b417110910003
D104,1,b417110910003
A105,2,b417111510003
A102,3,b417111510003
A103,1,b417111510003
B106,4,b417111510003
C104,2,b417112610002
B101,4,b417112610002
A105,6,b417112610002
C102,3,b417112610002
B105,5,b417112810002
A108,2,b417112810002
A110,5,b417112810002
D108,7,b417112810002
A108,5,b417112910002
E102,4,b417112910002
B105,2,b417112910002
A105,3,b417112910002
E102,4,b417120210003
B104,5,b417120210003
A110,2,b417120210003
C103,7,b417120210003
B107,5,b417120410003
D108,4,b417120410003
E103,3,b417120410003
A110,7,b417120410003
E101,4,b417120510003
C103,5,b417120510003
E104,3,b417120510003
D103,2,b417120510003
C101,5,b417122110002
B105,5,b417122110002
C104,2,b417122110002
D102,8,b417122110002
C107,2,b417122210002
D107,3,b417122210002
E104,4,b417122210002
A104,3,b417122210002
A107,3,b417122510003
D105,7,b417122510003
A109,3,b417122510003
C107,2,b417122510003
A110,1,b417122610002
E102,1,b417122610002
E104,3,b417122610002
A105,3,b417122610002
C101,2,b418010210001
D106,4,b418010210001
C108,4,b418010210001
B105,4,b418010210001
B107,3,b418010410001
E102,2,b418010410001
A106,4,b418010410001
A103,5,b418010410001
D105,7,b418010510001
E105,6,b418010510001
E102,3,b418010510001
C104,2,b418010510001
A107,3,b418011010001
D105,7,b418011010001
E105,1,b418011010001
A104,3,b418011010001
B103,2,b418011410003
C102,2,b418011410003
E105,4,b418011410003
A104,7,b418011410003
A109,5,b418011810003
A101,4,b418011810003
D103,3,b418011810003
D101,9,b418011810003
B107,2,b418012110003
E102,3,b418012110003
E101,1,b418012110003
A103,4,b418012110003
C102,2,b418012910003
A105,1,b418012910003
A106,3,b418012910003
C106,3,b418012910003
C107,5,b418013110003
E103,4,b418013110003
C105,1,b418013110003
C108,2,b418013110003
D109,1,b418020110001
D107,3,b418020110001
A107,5,b418020110001
A103,4,b418020110001
C102,2,b418020610001
E104,3,b418020610001
C107,6,b418020610001
B103,4,b418020610001
B104,2,b418030710002
A104,3,b418030710002
A107,3,b418030710002
A105,4,b418030710002
E103,3,b418031010002
D103,5,b418031010002
D108,4,b418031010002
D104,2,b418031010002
B107,5,b418031110003
D108,2,b418031110003
E103,3,b418031110003
A110,3,b418031110003
E101,1,b418031210002
C103,3,b418031210002
E104,1,b418031210002
D103,7,b418031210002
C101,2,b418031510002
B105,1,b418031510002
C104,4,b418031510002
D102,3,b418031510002
C107,2,b418031510003
D107,4,b418031510003
E104,3,b418031510003
A104,6,b418031510003
A107,7,b418031610002
D105,5,b418031610002
A109,3,b418031610002
C107,6,b418031610002
A110,3,b418031710002
E102,2,b418031710002
E104,2,b418031710002
A105,3,b418031710002
C101,3,b418032110002
D106,1,b418032110002
C108,3,b418032110002
B105,1,b418032110002
B107,7,b418032110003
E102,2,b418032110003
A106,5,b418032110003
A103,2,b418032110003
D105,1,b418032410003
E105,4,b418032410003
E102,4,b418032410003
C104,2,b418032410003
A107,1,b418032910003
D105,2,b418032910003
E105,2,b418032910003
A104,3,b418032910003
B103,4,b418040510003
C102,2,b418040510003
E105,2,b418040510003
A104,1,b418040510003
A109,2,b418040810003
A101,3,b418040810003
D103,1,b418040810003
D101,4,b418040810003
B107,2,b418041010003
E102,4,b418041010003
E101,6,b418041010003
A103,3,b418041010003
C102,5,b418041310003
A105,2,b418041310003
A106,5,b418041310003
C106,7,b418041310003
C107,5,b418041410003
E103,4,b418041410003
C105,2,b418041410003
C108,3,b418041410003
D109,4,b418041510003
D107,5,b418041510003
A107,2,b418041510003
A103,7,b418041510003
C102,5,b418041910003
E104,4,b418041910003
C107,3,b418041910003
B103,7,b418041910003
B104,4,b418042610003
A104,5,b418042610003
A107,3,b418042610003
A105,2,b418042610003
E103,5,b418060110002
D103,5,b418060110002
D108,2,b418060110002
D104,8,b418060110002
A105,2,b418060310002
A102,3,b418060310002
A103,4,b418060310002
B106,3,b418060310002
C104,3,b418060910002
B101,7,b418060910002
A105,3,b418060910002
C102,2,b418060910002
B105,1,b418061210002
A108,1,b418061210002
A110,3,b418061210002
D108,3,b418061210002
A108,2,b418062310001
E102,4,b418062310001
B105,4,b418062310001
A105,4,b418062310001
E102,3,b418062810001
B104,2,b418062810001
A110,4,b418062810001
C103,5,b418062810001
B107,7,b418070110003
D108,6,b418070110003
E103,3,b418070110003
A110,2,b418070110003
E101,3,b418070210002
C103,7,b418070210002
E104,1,b418070210002
D103,3,b418070210002
C101,2,b418070410003
B105,2,b418070410003
C104,4,b418070410003
D102,7,b418070410003
C107,5,b418070510002
D107,4,b418070510002
E104,3,b418070510002
A104,9,b418070510002
A107,2,b418070910003
D105,3,b418070910003
A109,1,b418070910003
C107,4,b418070910003
A110,2,b418072010001
E102,1,b418072010001
E104,3,b418072010001
A105,3,b418072010001
C101,5,b418072410002
D106,4,b418072410002
C108,1,b418072410002
B105,2,b418072410002
B107,1,b418072610001
E102,3,b418072610001
A106,5,b418072610001
A103,4,b418072610001
D105,2,b418072610002
E105,3,b418072610002
E102,6,b418072610002
C104,4,b418072610002
A107,2,b418072910001
D105,3,b418072910001
E105,3,b418072910001
A104,4,b418072910001
B103,3,b418080310003
C102,5,b418080310003
E105,4,b418080310003
A104,2,b418080310003
A109,5,b418081610002
A101,2,b418081610002
D103,3,b418081610002
D101,3,b418081610002
B107,1,b418081910002
E102,3,b418081910002
E101,1,b418081910002
A103,7,b418081910002
C102,2,b418082310002
A105,1,b418082310002
A106,4,b418082310002
C106,3,b418082310002
C107,2,b418082610002
E103,4,b418082610002
C105,3,b418082610002
C108,6,b418082610002
D109,7,b418100310001
D107,5,b418100310001
A107,3,b418100310001
A103,6,b418100310001
C102,3,b418101110001
E104,2,b418101110001
C107,2,b418101110001
B103,3,b418101110001
B104,3,b418101310001
A104,1,b418101310001
A107,3,b418101310001
A105,1,b418101310001
E103,7,b418101410001
D103,2,b418101410001
D108,1,b418101410001
D104,4,b418101410001
B107,3,b418101910001
D108,2,b418101910001
E103,4,b418101910001
A110,3,b418101910001
E101,6,b418102210001
C103,7,b418102210001
E104,2,b418102210001
D103,3,b418102210001
C101,3,b418102910003
B105,1,b418102910003
C104,3,b418102910003
D102,1,b418102910003
C107,7,b418110210001
D107,2,b418110210001
E104,1,b418110210001
A104,4,b418110210001
A107,3,b418110710002
D105,2,b418110710002
A109,4,b418110710002
C107,3,b418110710002
A110,6,b418111010001
E102,7,b418111010001
E104,5,b418111010001
A105,2,b418111010001
C101,1,b418111010002
D106,4,b418111010002
C108,4,b418111010002
B105,2,b418111010002
B107,1,b418111210001
E102,2,b418111210001
A106,2,b418111210001
A103,3,b418111210001
D105,4,b418111210002
E105,2,b418111210002
E102,2,b418111210002
C104,1,b418111210002
A107,2,b418111310001
D105,3,b418111310001
E105,1,b418111310001
A104,4,b418111310001
B103,2,b418111510002
C102,4,b418111510002
E105,6,b418111510002
A104,3,b418111510002
A109,5,b418111610002
A101,2,b418111610002
D103,5,b418111610002
D101,7,b418111610002
B107,5,b418111710002
E102,4,b418111710002
E101,2,b418111710002
A103,3,b418111710002
C102,4,b418112110002
A105,5,b418112110002
A106,2,b418112110002
C106,7,b418112110002
C107,5,b418120510002
E103,4,b418120510002
C105,3,b418120510002
C108,7,b418120510002
D109,4,b418120810002
D107,5,b418120810002
A107,3,b418120810002
A103,2,b418120810002
C102,5,b418121310002
E104,5,b418121310002
C107,2,b418121310002
B103,8,b418121310002
B104,2,b418121610002
A104,3,b418121610002
A107,4,b418121610002
A105,3,b418121610002
E103,3,b418121810002
D103,7,b418121810002
D108,3,b418121810002
D104,2,b418121810002
A105,1,b418122810001
A102,1,b418122810001
A103,3,b418122810001
B106,3,b418122810001
C104,2,b418123110001
B101,4,b418123110001
A105,4,b418123110001
C102,4,b418123110001
B105,3,b419011210003
A108,2,b419011210003
A110,4,b419011210003
D108,5,b419011210003
A108,7,b419011410003
E102,6,b419011410003
B105,3,b419011410003
A105,2,b419011410003
E102,3,b419011710003
B104,7,b419011710003
A110,1,b419011710003
C103,3,b419011710003
B107,2,b419011810003
D108,2,b419011810003
E103,4,b419011810003
A110,7,b419011810003
E101,5,b419011910003
C103,4,b419011910003
E104,3,b419011910003
D103,9,b419011910003
C101,2,b419012310003
B105,3,b419012310003
C104,1,b419012310003
D102,4,b419012310003
C107,2,b419020110002
D107,1,b419020110002
E104,3,b419020110002
A104,3,b419020110002
A107,5,b419020410002
D105,4,b419020410002
A109,1,b419020410002
C107,2,b419020410002
A110,1,b419021510001
E102,3,b419021510001
E104,5,b419021510001
A105,4,b419021510001
C101,2,b419022110001
D106,3,b419022110001
C108,6,b419022110001
B105,4,b419022110001
B107,2,b419022410001
E102,3,b419022410001
A106,3,b419022410001
A103,4,b419022410001
D105,3,b419030110002
E105,5,b419030110002
E102,4,b419030110002
C104,2,b419030110002
A107,5,b419030310002
D105,2,b419030310002
E105,3,b419030310002
A104,3,b419030310002
B103,1,b419030410002
C102,3,b419030410002
E105,1,b419030410002
A104,7,b419030410002
A109,2,b419031410001
A101,1,b419031410001
D103,4,b419031410001
D101,3,b419031410001
B107,2,b419031710001
E102,4,b419031710001
E101,3,b419031710001
A103,6,b419031710001
C102,7,b419032110001
A105,5,b419032110001
A106,3,b419032110001
C106,6,b419032110001
C107,3,b419032410001
E103,2,b419032410001
C105,2,b419032410001
C108,3,b419032410001
D109,3,b419040410003
D107,1,b419040410003
A107,3,b419040410003
A103,1,b419040410003
C102,7,b419040610003
E104,2,b419040610003
C107,5,b419040610003
B103,2,b419040610003
B104,1,b419041210003
A104,4,b419041210003
A107,4,b419041210003
A105,2,b419041210003
E103,1,b419041510003
D103,2,b419041510003
D108,2,b419041510003
D104,3,b419041510003
B107,4,b419042010003
D108,2,b419042010003
E103,2,b419042010003
A110,1,b419042010003
E101,2,c117010310001
C103,3,c117010310001
E104,1,c117010310001
D103,4,c117010310001
C101,2,c117011310001
B105,4,c117011310001
C104,6,c117011310001
D102,3,c117011310001
C107,5,c117011510001
D107,2,c117011510001
E104,5,c117011510001
A104,7,c117011510001
A107,5,c117012210001
D105,4,c117012210001
A109,2,c117012210001
C107,3,c117012210001
A110,4,c117020310003
E102,5,c117020310003
E104,2,c117020310003
A105,7,c117020310003
C101,5,c117020410003
D106,4,c117020410003
C108,3,c117020410003
B105,7,c117020410003
B107,4,c117021710002
E102,5,c117021710002
A106,3,c117021710002
A103,2,c117021710002
D105,5,c117022210002
E105,5,c117022210002
E102,2,c117022210002
C104,8,c117022210002
A107,2,c117040910002
D105,3,c117040910002
E105,4,c117040910002
A104,3,c117040910002
B103,3,c117041010002
C102,7,c117041010002
E105,3,c117041010002
A104,2,c117041010002
A109,1,c117042010002
A101,1,c117042010002
D103,3,c117042010002
D101,3,c117042010002
B107,2,c117042110002
E102,4,c117042110002
E101,4,c117042110002
A103,4,c117042110002
C102,3,c117050910003
A105,2,c117050910003
A106,4,c117050910003
C106,5,c117050910003
C107,7,c117051510003
E103,6,c117051510003
C105,3,c117051510003
C108,2,c117051510003
D109,3,c117060510003
D107,7,c117060510003
A107,1,c117060510003
A103,3,c117060510003
C102,2,c117060710003
E104,2,c117060710003
C107,4,c117060710003
B103,7,c117060710003
B104,5,c117061010001
A104,4,c117061010001
A107,3,c117061010001
A105,9,c117061010001
E103,2,c117061110001
D103,3,c117061110001
D108,1,c117061110001
D104,4,c117061110001
A105,2,c117061110003
A102,1,c117061110003
A103,3,c117061110003
B106,3,c117061110003
C104,5,c117061710003
B101,4,c117061710003
A105,1,c117061710003
C102,2,c117061710003
B105,1,c117062110001
A108,3,c117062110001
A110,5,c117062110001
D108,4,c117062110001
A108,2,c117062210001
E102,3,c117062210001
B105,6,c117062210001
A105,4,c117062210001
E102,2,c117062710001
B104,3,c117062710001
A110,3,c117062710001
C103,4,c117062710001
B107,3,c117080710001
D108,5,c117080710001
E103,4,c117080710001
A110,2,c117080710001
E101,5,c117080810001
C103,2,c117080810001
E104,3,c117080810001
D103,3,c117080810001
C101,1,c117081510001
B105,3,c117081510001
C104,1,c117081510001
D102,7,c117081510001
C107,2,c117081610001
D107,1,c117081610001
E104,4,c117081610001
A104,3,c117081610001
A107,2,c117081910001
D105,4,c117081910001
A109,3,c117081910001
C107,6,c117081910001
A110,7,c117090610002
E102,5,c117090610002
E104,3,c117090610002
A105,6,c117090610002
C101,3,c117090710002
D106,2,c117090710002
C108,2,c117090710002
B105,3,c117090710002
B107,3,c117091010002
E102,1,c117091010002
A106,3,c117091010002
A103,1,c117091010002
D105,7,c117091410002
E105,2,c117091410002
E102,5,c117091410002
C104,2,c117091410002
A107,1,c117100110002
D105,4,c117100110002
E105,4,c117100110002
A104,2,c117100110002
B103,1,c117100210002
C102,2,c117100210002
E105,2,c117100210002
A104,3,c117100210002
A109,4,c117100210003
A101,2,c117100210003
D103,2,c117100210003
D101,1,c117100210003
B107,2,c117100310002
E102,3,c117100310002
E101,1,c117100310002
A103,4,c117100310002
C102,2,c117102110002
A105,4,c117102110002
A106,6,c117102110002
C106,3,c117102110002
C107,5,c117102210002
E103,2,c117102210002
C105,5,c117102210002
C108,7,c117102210002
D109,5,c117102210003
D107,4,c117102210003
A107,2,c117102210003
A103,3,c117102210003
C102,4,c117102310003
E104,5,c117102310003
C107,2,c117102310003
B103,7,c117102310003
B104,5,c117102810003
A104,4,c117102810003
A107,3,c117102810003
A105,7,c117102810003
E103,4,c117102910002
D103,5,c117102910002
D108,3,c117102910002
D104,2,c117102910002
B107,5,c117102910003
D108,5,c117102910003
E103,2,c117102910003
A110,8,c117102910003
E101,2,c117103010002
C103,3,c117103010002
E104,4,c117103010002
D103,3,c117103010002
C101,3,c117103010003
B105,7,c117103010003
C104,3,c117103010003
D102,2,c117103010003
C107,1,c117103110001
D107,1,c117103110001
E104,3,c117103110001
A104,3,c117103110001
A107,2,c117110510001
D105,4,c117110510001
A109,4,c117110510001
C107,4,c117110510001
A110,3,c117112110003
E102,2,c117112110003
E104,4,c117112110003
A105,5,c117112110003
C101,7,c117112210003
D106,6,c117112210003
C108,3,c117112210003
B105,2,c117112210003
B107,3,c117112510003
E102,7,c117112510003
A106,1,c117112510003
A103,3,c117112510003
D105,2,c117112910003
E105,2,c117112910003
E102,4,c117112910003
C104,7,c117112910003
A107,5,c118011910001
D105,4,c118011910001
E105,3,c118011910001
A104,9,c118011910001
B103,2,c118012010001
C102,3,c118012010001
E105,1,c118012010001
A104,4,c118012010001
A109,2,c118012710001
A101,1,c118012710001
D103,3,c118012710001
D101,3,c118012710001
B107,5,c118020310002
E102,4,c118020310002
E101,1,c118020310002
A103,2,c118020310002
C102,1,c118020510003
A105,3,c118020510003
A106,5,c118020510003
C106,4,c118020510003
C107,2,c118020610003
E103,3,c118020610003
C105,6,c118020610003
C108,4,c118020610003
D109,2,c118020810001
D107,3,c118020810001
A107,3,c118020810001
A103,4,c118020810001
C102,3,c118020910002
E104,5,c118020910002
C107,4,c118020910002
B103,2,c118020910002
B104,5,c118021010002
A104,2,c118021010002
A107,3,c118021010002
A105,3,c118021010002
E103,1,c118021110003
D103,5,c118021110003
D108,2,c118021110003
D104,1,c118021110003
A105,4,c118021210003
A102,4,c118021210003
A103,2,c118021210003
B106,1,c118021210003
C104,2,c118021510001
B101,2,c118021510001
A105,3,c118021510001
C102,4,c118021510001
B105,2,c118021610001
A108,2,c118021610001
A110,1,c118021610001
D108,2,c118021610001
A108,3,c118022710001
E102,1,c118022710001
B105,4,c118022710001
A105,2,c118022710001
E102,4,c118033110003
B104,6,c118033110003
A110,3,c118033110003
C103,5,c118033110003
B107,2,c118040410001
D108,5,c118040410001
E103,7,c118040410001
A110,5,c118040410001
E101,4,c118040510001
C103,2,c118040510001
E104,3,c118040510001
D103,4,c118040510001
C101,5,c118040810001
B105,2,c118040810001
C104,7,c118040810001
D102,5,c118040810001
C107,4,c118041210001
D107,3,c118041210001
E104,7,c118041210001
A104,4,c118041210001
A107,5,c118042810003
D105,3,c118042810003
A109,2,c118042810003
C107,5,c118042810003
A110,5,c118050210001
E102,2,c118050210001
E104,8,c118050210001
A105,2,c118050210001
C101,3,c118051710001
D106,4,c118051710001
C108,3,c118051710001
B105,3,c118051710001
B107,7,c118052210002
